gene,bin,cds_start,cds_end,n_variants,pathogenic_count,pathogenic_rate,pathogenic_expected,pathogenic_enrichment,pathogenic_poisson_tail,vus_count,vus_rate,vus_expected,vus_enrichment,vus_poisson_tail,high_spliceai_count,high_spliceai_rate,high_spliceai_expected,high_spliceai_enrichment,high_spliceai_poisson_tail,pvs1_count,pvs1_rate,pvs1_expected,pvs1_enrichment,pvs1_poisson_tail,pm5_ptc_count,pm5_ptc_rate,pm5_ptc_expected,pm5_ptc_enrichment,pm5_ptc_poisson_tail,bs3_count,bs3_rate,bs3_expected,bs3_enrichment,bs3_poisson_tail,bp1_count,bp1_rate,bp1_expected,bp1_enrichment,bp1_poisson_tail,pp3_count,pp3_rate,pp3_expected,pp3_enrichment,pp3_poisson_tail
BRCA2,102,8633,8718,258,16,0.0620155,13.2454,1.20797,0.258498,233,0.903101,44.2453,5.26609,1.11022e-16,7,0.0271318,6.53858,1.07057,0.479543,16,0.0620155,12.6268,1.26715,0.204369,16,0.0620155,12.1601,1.31577,0.167407,6,0.0232558,13.7175,0.437399,0.993314,0,0,189.131,0,1,7,0.0271318,5.75178,1.21701,0.353897
BRCA2,103,8719,8803,255,14,0.054902,13.0914,1.06941,0.436999,234,0.917647,43.7308,5.35092,8.88178e-16,19,0.0745098,6.46255,2.94001,4.68989e-05,14,0.054902,12.48,1.1218,0.369985,14,0.054902,12.0187,1.16485,0.320444,5,0.0196078,13.558,0.368787,0.997503,0,0,186.931,0,1,16,0.0627451,5.6849,2.81447,0.000286695
BRCA2,104,8804,8889,258,19,0.0736434,13.2454,1.43446,0.0800386,229,0.887597,44.2453,5.17569,1.11022e-16,1,0.00387597,6.53858,0.152938,0.998553,19,0.0736434,12.6268,1.50474,0.0560637,19,0.0736434,12.1601,1.56248,0.0416739,1,0.00387597,13.7175,0.0728998,0.999999,0,0,189.131,0,1,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,105,8890,8974,255,16,0.0627451,13.0914,1.22218,0.244532,230,0.901961,43.7308,5.25945,8.88178e-16,10,0.0392157,6.46255,1.54738,0.119426,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,8,0.0313725,13.558,0.59006,0.959787,0,0,186.931,0,1,9,0.0352941,5.6849,1.58314,0.12199
BRCA2,106,8975,9060,258,26,0.100775,13.2454,1.96295,0.00124877,224,0.868217,44.2453,5.06268,1.11022e-16,81,0.313953,6.53858,12.388,3.33067e-16,25,0.0968992,12.6268,1.97992,0.00136342,25,0.0968992,12.1601,2.0559,0.000822254,3,0.0116279,13.7175,0.218699,0.99988,0,0,189.131,0,1,70,0.271318,5.75178,12.1701,0
BRCA2,107,9061,9145,255,18,0.0705882,13.0914,1.37495,0.114628,235,0.921569,43.7308,5.37378,8.88178e-16,74,0.290196,6.46255,11.4506,2.22045e-16,17,0.0666667,12.48,1.36218,0.129428,17,0.0666667,12.0187,1.41446,0.102312,4,0.0156863,13.558,0.29503,0.999325,0,0,186.931,0,1,67,0.262745,5.6849,11.7856,0
BRCA2,108,9146,9231,258,11,0.0426357,13.2454,0.830478,0.768791,233,0.903101,44.2453,5.26609,1.11022e-16,1,0.00387597,6.53858,0.152938,0.998553,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,8,0.0310078,13.7175,0.583198,0.963105,0,0,189.131,0,1,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,109,9232,9316,255,18,0.0705882,13.0914,1.37495,0.114628,226,0.886275,43.7308,5.16798,8.88178e-16,2,0.00784314,6.46255,0.309475,0.988352,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,7,0.027451,13.558,0.516302,0.981404,0,0,186.931,0,1,1,0.00392157,5.6849,0.175905,0.996603
BRCA2,110,9317,9402,258,14,0.0542636,13.2454,1.05697,0.453912,233,0.903101,44.2453,5.26609,1.11022e-16,0,0,6.53858,0,0.998553,13,0.0503876,12.6268,1.02956,0.49534,13,0.0503876,12.1601,1.06907,0.442343,8,0.0310078,13.7175,0.583198,0.963105,0,0,189.131,0,1,0,0,5.75178,0,0.996823
BRCA2,111,9403,9487,255,9,0.0352941,13.0914,0.687476,0.904347,238,0.933333,43.7308,5.44238,8.88178e-16,1,0.00392157,6.46255,0.154738,0.998439,9,0.0352941,12.48,0.721156,0.873976,9,0.0352941,12.0187,0.748831,0.846196,1,0.00392157,13.558,0.0737574,0.999999,0,0,186.931,0,1,1,0.00392157,5.6849,0.175905,0.996603
BRCA2,112,9488,9573,258,8,0.0310078,13.2454,0.603984,0.952498,200,0.775194,44.2453,4.52025,1.11022e-16,7,0.0271318,6.53858,1.07057,0.479543,8,0.0310078,12.6268,0.633574,0.934522,8,0.0310078,12.1601,0.657887,0.917261,5,0.0193798,13.7175,0.364499,0.997778,45,0.174419,189.131,0.237931,1,6,0.0232558,5.75178,1.04315,0.513675
BRCA2,113,9574,9658,255,9,0.0352941,13.0914,0.687476,0.904347,9,0.0352941,43.7308,0.205804,1,4,0.0156863,6.46255,0.61895,0.885547,9,0.0352941,12.48,0.721156,0.873976,9,0.0352941,12.0187,0.748831,0.846196,0,0,13.558,0,0.999999,237,0.929412,186.931,1.26785,0.000239311,4,0.0156863,5.6849,0.703618,0.818387
BRCA2,114,9659,9744,258,17,0.0658915,13.2454,1.28347,0.182638,95,0.368217,44.2453,2.14712,2.47176e-11,45,0.174419,6.53858,6.88223,3.33067e-16,17,0.0658915,12.6268,1.34634,0.138857,0,0,12.1601,0,0.999995,0,0,13.7175,0,0.999999,145,0.562016,189.131,0.766666,0.999631,41,0.158915,5.75178,7.12823,0
BRCA2,115,9745,9829,255,18,0.0705882,13.0914,1.37495,0.114628,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,18,0.0705882,12.48,1.44231,0.0832346,0,0,12.0187,0,0.999994,3,0.0117647,13.558,0.221272,0.999862,237,0.929412,186.931,1.26785,0.000239311,0,0,5.6849,0,0.996603
BRCA2,116,9830,9915,258,7,0.0271318,13.2454,0.528486,0.977595,6,0.0232558,44.2453,0.135608,1,5,0.0193798,6.53858,0.764692,0.780611,7,0.0271318,12.6268,0.554377,0.967855,0,0,12.1601,0,0.999995,6,0.0232558,13.7175,0.437399,0.993314,245,0.949612,189.131,1.2954,5.62358e-05,5,0.0193798,5.75178,0.869296,0.680347
BRCA2,117,9916,10000,255,3,0.0117647,13.0914,0.229159,0.999794,9,0.0352941,43.7308,0.205804,1,0,0,6.46255,0,0.998439,4,0.0156863,12.48,0.320514,0.998421,0,0,12.0187,0,0.999994,2,0.00784314,13.558,0.147515,0.999981,242,0.94902,186.931,1.29459,6.43149e-05,0,0,5.6849,0,0.996603
BRCA2,118,10001,10086,258,0,0,13.2454,0,0.999998,43,0.166667,44.2453,0.971854,0.594387,18,0.0697674,6.53858,2.75289,0.000162389,0,0,12.6268,0,0.999997,0,0,12.1601,0,0.999995,1,0.00387597,13.7175,0.0728998,0.999999,215,0.833333,189.131,1.13678,0.0345707,17,0.0658915,5.75178,2.95561,0.000107221
BRCA2,119,10087,10171,255,0,0,13.0914,0,0.999998,17,0.0666667,43.7308,0.388742,0.999999,2,0.00784314,6.46255,0.309475,0.988352,0,0,12.48,0,0.999996,0,0,12.0187,0,0.999994,2,0.00784314,13.558,0.147515,0.999981,238,0.933333,186.931,1.27319,0.000185455,2,0.00784314,5.6849,0.351809,0.977292
BRCA2,120,10172,10257,255,0,0,13.0914,0,0.999998,18,0.0705882,43.7308,0.411609,0.999996,0,0,6.46255,0,0.998439,0,0,12.48,0,0.999996,0,0,12.0187,0,0.999994,0,0,13.558,0,0.999999,236,0.92549,186.931,1.2625,0.000307591,0,0,5.6849,0,0.996603
